0.5,1.955,1.278229309,0.362955786,17.56793667,12.26073913,0.15193498,0.290697674
0.7,1.51,0.883294672,0.344822588,22,10.00498489,0.121326466,0.453703704
0.42,2.325,1.57549194,0.276156295,21.99999981,28.04067974,0.119418938,0.238378378
0.5,2.49,1.826041871,0.30732613,17.42810938,6.501216301,0.115247299,0.3125
0.5,1.805,1.091378513,0.337561174,22,10.72644642,0.150027188,0.277777778
0.98,2.265,1.762342736,0.462255839,22,7.520848805,0.151974522,0.657808219
0.5,1.67,1.002199724,0.32665105,22,11.55332256,0.136737649,0.290697674
1.52,1.19,0.866308236,0.657904789,22,3.766401532,0.199182184,1.059816514
1.54,1.02,0.738909966,0.800623869,22,8.759035363,0.28257313,0.996470588
1,1.935,1.456586887,0.853437655,22,8.50581944,0.411241979,0.518134715
2.14,0.77,0.560552388,1.457097643,22,5.503649021,0.614343871,1.23772973
9.42,0.695,0.505346471,4.607046446,22,3.78372459,1.515993916,6.32025641
3.92,0.685,0.505346471,1.347626989,21.99999991,19.48855688,0.419209099,2.70059754
8.22,0.715,0.505346471,6.156314355,22,6.481303223,2.70911381,4.602752044
9.4,1.05,0.586032042,4.622040528,22,4.621338526,1.536303244,6.275568182
10.32,0.91,0.518086298,5.779727279,22,6.075494617,2.124899735,6.525882353
12.76,0.905,0.658224395,5.529529793,22,6.689789504,1.80228203,8.601035394
2.6,0.685,0.505346471,1.599045421,22,6.944363339,0.60916016,1.60952381
21.24,0.715,0.505346471,8.094864711,22,8.581652152,2.346455267,15.08316951
19.24,0.76,0.526579516,8.233181189,22,8.963749469,2.487573424,13.42682626
16.08,0.935,0.666717613,8.215848516,22,7.33709522,2.821367334,10.55804002
21.6,1.54,1.078638686,10.38501418,22,7.544022403,3.412172828,14.50295306
8.08,1.01,0.59452526,2.893373392,21.99999999,8.301427221,0.908784512,5.542139219
3.08,1.205,0.666717613,1.315193895,17.57939751,5.393710625,0.381830486,2.185806452
8.12,0.96,0.526579516,2.397130262,22,7.349792417,0.630823753,5.983157895
4.6,1.075,0.649731177,3.246062671,22,5.086446774,1.360723241,2.671717172
4.28,1.05,0.628498132,2.760443695,22,5.012715701,1.101075856,2.572808989
17.5,0.695,0.505346471,8.667370334,22,9.418107958,2.781496029,11.88397361
17.02,0.98,0.543565952,8.643075265,22,9.442391528,2.817129086,11.47249109
9.94,1.225,0.726170139,7.122833158,22,4.934994847,3.006498182,5.744395349
8.82,1.57,0.93425398,6.606302309,22,6.238803357,3.013972693,4.796078915
5.14,1.58,0.985213288,4.391838191,22,4.71172869,2.074174094,2.7124846
7.76,0.675,0.505346471,5.12586758,22,7.939673064,2.164085568,4.48381236
1.54,2.77,2.106318065,1.070002096,22,14.15915138,0.431318675,0.919224806
